,image_path,predicted_class,confidence
41,/content/SD_XL/wildlife_zipped.zip/wildlife_img_22.png,bird,0.92
42,/content/SD_XL/wildlife_zipped.zip/wildlife_img_22.png,bird,0.9
43,/content/SD_XL/wildlife_zipped.zip/wildlife_img_22.png,bird,0.85
44,/content/SD_XL/wildlife_zipped.zip/wildlife_img_23.png,cat,0.87
45,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.9
46,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.83
47,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.69
48,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.69
49,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.48
50,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.43
51,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.34
52,/content/SD_XL/wildlife_zipped.zip/wildlife_img_24.png,bird,0.34
53,/content/SD_XL/wildlife_zipped.zip/wildlife_img_25.png,sheep,0.42
54,/content/SD_XL/wildlife_zipped.zip/wildlife_img_25.png,dog,0.39
55,/content/SD_XL/wildlife_zipped.zip/wildlife_img_25.png,bird,0.34
56,/content/SD_XL/wildlife_zipped.zip/wildlife_img_25.png,sheep,0.34
57,/content/SD_XL/wildlife_zipped.zip/wildlife_img_25.png,cat,0.27
58,/content/SD_XL/wildlife_zipped.zip/wildlife_img_25.png,elephant,0.27
59,/content/SD_XL/wildlife_zipped.zip/wildlife_img_25.png,elephant,0.26
60,/content/SD_XL/wildlife_zipped.zip/wildlife_img_26.png,bird,0.91
61,/content/SD_XL/wildlife_zipped.zip/wildlife_img_26.png,bird,0.53
62,/content/SD_XL/wildlife_zipped.zip/wildlife_img_27.png,bird,0.35
63,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.82
64,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.81
65,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.8
66,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.7
67,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.61
68,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.58
69,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.52
70,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.5
71,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.49
72,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.49
73,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.38
74,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.34
75,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.33
76,/content/SD_XL/wildlife_zipped.zip/wildlife_img_28.png,bird,0.29
77,/content/SD_XL/wildlife_zipped.zip/wildlife_img_29.png,dog,0.86
78,/content/SD_XL/wildlife_zipped.zip/wildlife_img_3.png,bird,0.62
79,/content/SD_XL/wildlife_zipped.zip/wildlife_img_31.png,bird,0.95
80,/content/SD_XL/wildlife_zipped.zip/wildlife_img_31.png,bird,0.86
81,/content/SD_XL/wildlife_zipped.zip/wildlife_img_31.png,bird,0.34
82,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.81
83,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,elephant,0.7
84,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.68
85,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.6
86,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.6
87,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.58
88,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,elephant,0.55
89,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.47
90,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.43
91,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.38
92,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,elephant,0.36
93,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,elephant,0.32
94,/content/SD_XL/wildlife_zipped.zip/wildlife_img_32.png,sheep,0.25
95,/content/SD_XL/wildlife_zipped.zip/wildlife_img_33.png,bear,0.38
96,/content/SD_XL/wildlife_zipped.zip/wildlife_img_33.png,bear,0.34
97,/content/SD_XL/wildlife_zipped.zip/wildlife_img_33.png,teddy bear,0.3
98,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.92
99,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.9
100,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.88
101,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.88
102,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.74
103,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.65
104,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.37
105,/content/SD_XL/wildlife_zipped.zip/wildlife_img_34.png,horse,0.25
106,/content/SD_XL/wildlife_zipped.zip/wildlife_img_35.png,bird,0.53
107,/content/SD_XL/wildlife_zipped.zip/wildlife_img_35.png,bear,0.32
108,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.72
109,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.66
110,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.63
111,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.63
112,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.61
113,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.6
114,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.6
115,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.59
116,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.59
117,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.52
118,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.51
119,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.51
120,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.5
121,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.5
122,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.5
123,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.5
124,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.48
125,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.48
126,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.48
127,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.48
128,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.48
129,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.46
130,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.46
131,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.45
132,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.45
133,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.44
134,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.43
135,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.43
136,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.41
137,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.39
138,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.39
139,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.38
140,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.36
141,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.36
142,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.35
143,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.34
144,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.33
145,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.33
146,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.32
147,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.31
148,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.3
149,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.28
150,/content/SD_XL/wildlife_zipped.zip/wildlife_img_36.png,bird,0.26
151,/content/SD_XL/wildlife_zipped.zip/wildlife_img_37.png,bear,0.83
152,/content/SD_XL/wildlife_zipped.zip/wildlife_img_37.png,bear,0.75
153,/content/SD_XL/wildlife_zipped.zip/wildlife_img_37.png,bear,0.53
154,/content/SD_XL/wildlife_zipped.zip/wildlife_img_39.png,sheep,0.76
155,/content/SD_XL/wildlife_zipped.zip/wildlife_img_39.png,sheep,0.51
156,/content/SD_XL/wildlife_zipped.zip/wildlife_img_4.png,cow,0.67
157,/content/SD_XL/wildlife_zipped.zip/wildlife_img_4.png,cow,0.42
158,/content/SD_XL/wildlife_zipped.zip/wildlife_img_4.png,cow,0.35
159,/content/SD_XL/wildlife_zipped.zip/wildlife_img_4.png,cow,0.29
160,/content/SD_XL/wildlife_zipped.zip/wildlife_img_40.png,fork,0.89
161,/content/SD_XL/wildlife_zipped.zip/wildlife_img_40.png,fork,0.86
162,/content/SD_XL/wildlife_zipped.zip/wildlife_img_40.png,cake,0.36
163,/content/SD_XL/wildlife_zipped.zip/wildlife_img_40.png,bird,0.28
164,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.95
165,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.94
166,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.86
167,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.73
168,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.58
169,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.53
170,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.35
171,/content/SD_XL/wildlife_zipped.zip/wildlife_img_41.png,zebra,0.29
172,/content/SD_XL/wildlife_zipped.zip/wildlife_img_42.png,dog,0.89
173,/content/SD_XL/wildlife_zipped.zip/wildlife_img_42.png,giraffe,0.87
174,/content/SD_XL/wildlife_zipped.zip/wildlife_img_42.png,horse,0.5
175,/content/SD_XL/wildlife_zipped.zip/wildlife_img_42.png,giraffe,0.47
176,/content/SD_XL/wildlife_zipped.zip/wildlife_img_42.png,dog,0.35
177,/content/SD_XL/wildlife_zipped.zip/wildlife_img_42.png,bird,0.28
178,/content/SD_XL/wildlife_zipped.zip/wildlife_img_42.png,zebra,0.25
179,/content/SD_XL/wildlife_zipped.zip/wildlife_img_43.png,bird,0.74
180,/content/SD_XL/wildlife_zipped.zip/wildlife_img_43.png,bear,0.62
181,/content/SD_XL/wildlife_zipped.zip/wildlife_img_43.png,bear,0.55
182,/content/SD_XL/wildlife_zipped.zip/wildlife_img_44.png,bird,0.96
183,/content/SD_XL/wildlife_zipped.zip/wildlife_img_45.png,cow,0.75
184,/content/SD_XL/wildlife_zipped.zip/wildlife_img_45.png,sheep,0.58
185,/content/SD_XL/wildlife_zipped.zip/wildlife_img_45.png,sheep,0.42
186,/content/SD_XL/wildlife_zipped.zip/wildlife_img_45.png,sheep,0.39
187,/content/SD_XL/wildlife_zipped.zip/wildlife_img_45.png,cow,0.34
188,/content/SD_XL/wildlife_zipped.zip/wildlife_img_45.png,cow,0.31
189,/content/SD_XL/wildlife_zipped.zip/wildlife_img_45.png,horse,0.29
190,/content/SD_XL/wildlife_zipped.zip/wildlife_img_46.png,bird,0.94
191,/content/SD_XL/wildlife_zipped.zip/wildlife_img_46.png,bird,0.93
192,/content/SD_XL/wildlife_zipped.zip/wildlife_img_47.png,cat,0.41
193,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.91
194,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.9
195,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.88
196,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.88
197,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.87
198,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.86
199,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.85
200,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.81
201,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.8
202,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.76
203,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.76
204,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.73
205,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.72
206,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.7
207,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.63
208,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.6
209,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.51
210,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.36
211,/content/SD_XL/wildlife_zipped.zip/wildlife_img_48.png,bird,0.32
212,/content/SD_XL/wildlife_zipped.zip/wildlife_img_49.png,bear,0.97
213,/content/SD_XL/wildlife_zipped.zip/wildlife_img_5.png,dog,0.72
214,/content/SD_XL/wildlife_zipped.zip/wildlife_img_5.png,dog,0.54
215,/content/SD_XL/wildlife_zipped.zip/wildlife_img_6.png,dog,0.67
216,/content/SD_XL/wildlife_zipped.zip/wildlife_img_7.png,elephant,0.96
217,/content/SD_XL/wildlife_zipped.zip/wildlife_img_8.png,person,0.88
218,/content/SD_XL/wildlife_zipped.zip/wildlife_img_8.png,bird,0.74
219,/content/SD_XL/wildlife_zipped.zip/wildlife_img_8.png,bird,0.74
220,/content/SD_XL/wildlife_zipped.zip/wildlife_img_8.png,banana,0.25
221,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.89
222,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.81
223,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.81
224,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.59
225,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.52
226,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.49
227,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.49
228,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.48
229,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.46
230,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.42
231,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.36
232,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.35
233,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.32
234,/content/SD_XL/wildlife_zipped.zip/wildlife_img_9.png,kite,0.29
