,image_path,predicted_class,confidence
29,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.71
30,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.66
31,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.61
32,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.59
33,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.52
34,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.51
35,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.51
36,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.31
37,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.3
38,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.27
39,/content/SD_XL/cars_zipped.zip/cars_img_14.png,car,0.27
40,/content/SD_XL/cars_zipped.zip/cars_img_15.png,truck,0.96
41,/content/SD_XL/cars_zipped.zip/cars_img_15.png,person,0.84
42,/content/SD_XL/cars_zipped.zip/cars_img_15.png,carrot,0.72
43,/content/SD_XL/cars_zipped.zip/cars_img_15.png,carrot,0.68
44,/content/SD_XL/cars_zipped.zip/cars_img_15.png,orange,0.52
45,/content/SD_XL/cars_zipped.zip/cars_img_15.png,person,0.5
46,/content/SD_XL/cars_zipped.zip/cars_img_15.png,person,0.45
47,/content/SD_XL/cars_zipped.zip/cars_img_15.png,carrot,0.33
48,/content/SD_XL/cars_zipped.zip/cars_img_15.png,broccoli,0.32
49,/content/SD_XL/cars_zipped.zip/cars_img_15.png,chair,0.3
50,/content/SD_XL/cars_zipped.zip/cars_img_15.png,person,0.28
51,/content/SD_XL/cars_zipped.zip/cars_img_15.png,carrot,0.27
52,/content/SD_XL/cars_zipped.zip/cars_img_16.png,airplane,0.75
53,/content/SD_XL/cars_zipped.zip/cars_img_17.png,car,0.95
54,/content/SD_XL/cars_zipped.zip/cars_img_17.png,person,0.54
55,/content/SD_XL/cars_zipped.zip/cars_img_18.png,car,0.96
56,/content/SD_XL/cars_zipped.zip/cars_img_19.png,truck,0.95
57,/content/SD_XL/cars_zipped.zip/cars_img_2.png,train,0.81
58,/content/SD_XL/cars_zipped.zip/cars_img_20.png,surfboard,0.97
59,/content/SD_XL/cars_zipped.zip/cars_img_20.png,car,0.91
60,/content/SD_XL/cars_zipped.zip/cars_img_20.png,person,0.84
61,/content/SD_XL/cars_zipped.zip/cars_img_20.png,person,0.79
62,/content/SD_XL/cars_zipped.zip/cars_img_20.png,person,0.78
63,/content/SD_XL/cars_zipped.zip/cars_img_20.png,person,0.67
64,/content/SD_XL/cars_zipped.zip/cars_img_20.png,chair,0.53
65,/content/SD_XL/cars_zipped.zip/cars_img_20.png,person,0.52
66,/content/SD_XL/cars_zipped.zip/cars_img_20.png,person,0.51
67,/content/SD_XL/cars_zipped.zip/cars_img_20.png,cell phone,0.36
68,/content/SD_XL/cars_zipped.zip/cars_img_20.png,person,0.36
69,/content/SD_XL/cars_zipped.zip/cars_img_21.png,truck,0.66
70,/content/SD_XL/cars_zipped.zip/cars_img_21.png,car,0.64
71,/content/SD_XL/cars_zipped.zip/cars_img_22.png,car,0.91
72,/content/SD_XL/cars_zipped.zip/cars_img_22.png,truck,0.71
73,/content/SD_XL/cars_zipped.zip/cars_img_22.png,car,0.71
74,/content/SD_XL/cars_zipped.zip/cars_img_22.png,truck,0.65
75,/content/SD_XL/cars_zipped.zip/cars_img_22.png,car,0.52
76,/content/SD_XL/cars_zipped.zip/cars_img_22.png,car,0.41
77,/content/SD_XL/cars_zipped.zip/cars_img_22.png,car,0.38
78,/content/SD_XL/cars_zipped.zip/cars_img_23.png,car,0.93
79,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.88
80,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.86
81,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.84
82,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.83
83,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.81
84,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.64
85,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.59
86,/content/SD_XL/cars_zipped.zip/cars_img_23.png,person,0.47
87,/content/SD_XL/cars_zipped.zip/cars_img_24.png,truck,0.62
88,/content/SD_XL/cars_zipped.zip/cars_img_24.png,person,0.61
89,/content/SD_XL/cars_zipped.zip/cars_img_24.png,car,0.6
90,/content/SD_XL/cars_zipped.zip/cars_img_24.png,person,0.44
91,/content/SD_XL/cars_zipped.zip/cars_img_24.png,person,0.44
92,/content/SD_XL/cars_zipped.zip/cars_img_24.png,person,0.41
93,/content/SD_XL/cars_zipped.zip/cars_img_24.png,person,0.36
94,/content/SD_XL/cars_zipped.zip/cars_img_24.png,person,0.25
95,/content/SD_XL/cars_zipped.zip/cars_img_25.png,car,0.9
96,/content/SD_XL/cars_zipped.zip/cars_img_25.png,person,0.67
97,/content/SD_XL/cars_zipped.zip/cars_img_25.png,car,0.51
98,/content/SD_XL/cars_zipped.zip/cars_img_25.png,truck,0.48
99,/content/SD_XL/cars_zipped.zip/cars_img_26.png,car,0.93
100,/content/SD_XL/cars_zipped.zip/cars_img_26.png,person,0.84
101,/content/SD_XL/cars_zipped.zip/cars_img_26.png,person,0.79
102,/content/SD_XL/cars_zipped.zip/cars_img_26.png,person,0.77
103,/content/SD_XL/cars_zipped.zip/cars_img_26.png,car,0.59
104,/content/SD_XL/cars_zipped.zip/cars_img_27.png,bus,0.95
105,/content/SD_XL/cars_zipped.zip/cars_img_27.png,traffic light,0.72
106,/content/SD_XL/cars_zipped.zip/cars_img_27.png,traffic light,0.55
107,/content/SD_XL/cars_zipped.zip/cars_img_28.png,truck,0.87
108,/content/SD_XL/cars_zipped.zip/cars_img_29.png,truck,0.72
109,/content/SD_XL/cars_zipped.zip/cars_img_29.png,car,0.5
110,/content/SD_XL/cars_zipped.zip/cars_img_29.png,truck,0.27
111,/content/SD_XL/cars_zipped.zip/cars_img_3.png,car,0.65
112,/content/SD_XL/cars_zipped.zip/cars_img_3.png,person,0.51
113,/content/SD_XL/cars_zipped.zip/cars_img_3.png,person,0.4
114,/content/SD_XL/cars_zipped.zip/cars_img_3.png,person,0.25
115,/content/SD_XL/cars_zipped.zip/cars_img_30.png,truck,0.94
116,/content/SD_XL/cars_zipped.zip/cars_img_31.png,car,0.86
117,/content/SD_XL/cars_zipped.zip/cars_img_31.png,person,0.57
118,/content/SD_XL/cars_zipped.zip/cars_img_31.png,person,0.32
119,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.91
120,/content/SD_XL/cars_zipped.zip/cars_img_32.png,suitcase,0.88
121,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.87
122,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.87
123,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.85
124,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.81
125,/content/SD_XL/cars_zipped.zip/cars_img_32.png,cup,0.75
126,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.68
127,/content/SD_XL/cars_zipped.zip/cars_img_32.png,chair,0.68
128,/content/SD_XL/cars_zipped.zip/cars_img_32.png,bowl,0.67
129,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.61
130,/content/SD_XL/cars_zipped.zip/cars_img_32.png,bottle,0.46
131,/content/SD_XL/cars_zipped.zip/cars_img_32.png,car,0.44
132,/content/SD_XL/cars_zipped.zip/cars_img_32.png,car,0.43
133,/content/SD_XL/cars_zipped.zip/cars_img_32.png,bottle,0.38
134,/content/SD_XL/cars_zipped.zip/cars_img_32.png,truck,0.38
135,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.33
136,/content/SD_XL/cars_zipped.zip/cars_img_32.png,person,0.33
137,/content/SD_XL/cars_zipped.zip/cars_img_32.png,bottle,0.25
138,/content/SD_XL/cars_zipped.zip/cars_img_33.png,car,0.89
139,/content/SD_XL/cars_zipped.zip/cars_img_33.png,boat,0.73
140,/content/SD_XL/cars_zipped.zip/cars_img_34.png,truck,0.84
141,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.92
142,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.91
143,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.89
144,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.85
145,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.8
146,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.77
147,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.68
148,/content/SD_XL/cars_zipped.zip/cars_img_35.png,truck,0.68
149,/content/SD_XL/cars_zipped.zip/cars_img_35.png,truck,0.66
150,/content/SD_XL/cars_zipped.zip/cars_img_35.png,truck,0.48
151,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.48
152,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.45
153,/content/SD_XL/cars_zipped.zip/cars_img_35.png,truck,0.42
154,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.41
155,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.41
156,/content/SD_XL/cars_zipped.zip/cars_img_35.png,truck,0.38
157,/content/SD_XL/cars_zipped.zip/cars_img_35.png,truck,0.36
158,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.34
159,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.34
160,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.33
161,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.3
162,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.29
163,/content/SD_XL/cars_zipped.zip/cars_img_35.png,car,0.28
164,/content/SD_XL/cars_zipped.zip/cars_img_35.png,truck,0.25
165,/content/SD_XL/cars_zipped.zip/cars_img_36.png,car,0.52
166,/content/SD_XL/cars_zipped.zip/cars_img_36.png,frisbee,0.4
167,/content/SD_XL/cars_zipped.zip/cars_img_37.png,truck,0.91
168,/content/SD_XL/cars_zipped.zip/cars_img_37.png,truck,0.52
169,/content/SD_XL/cars_zipped.zip/cars_img_37.png,person,0.45
170,/content/SD_XL/cars_zipped.zip/cars_img_37.png,bus,0.38
171,/content/SD_XL/cars_zipped.zip/cars_img_37.png,bench,0.3
172,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.89
173,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.88
174,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.86
175,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.85
176,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.65
177,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.57
178,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.52
179,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.47
180,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.41
181,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.37
182,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.37
183,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.32
184,/content/SD_XL/cars_zipped.zip/cars_img_38.png,motorcycle,0.28
185,/content/SD_XL/cars_zipped.zip/cars_img_38.png,car,0.25
186,/content/SD_XL/cars_zipped.zip/cars_img_38.png,motorcycle,0.25
187,/content/SD_XL/cars_zipped.zip/cars_img_39.png,car,0.69
188,/content/SD_XL/cars_zipped.zip/cars_img_39.png,person,0.65
189,/content/SD_XL/cars_zipped.zip/cars_img_39.png,person,0.59
190,/content/SD_XL/cars_zipped.zip/cars_img_39.png,car,0.57
191,/content/SD_XL/cars_zipped.zip/cars_img_39.png,teddy bear,0.46
192,/content/SD_XL/cars_zipped.zip/cars_img_39.png,car,0.44
193,/content/SD_XL/cars_zipped.zip/cars_img_39.png,car,0.43
194,/content/SD_XL/cars_zipped.zip/cars_img_39.png,car,0.25
195,/content/SD_XL/cars_zipped.zip/cars_img_4.png,car,0.95
196,/content/SD_XL/cars_zipped.zip/cars_img_4.png,car,0.91
197,/content/SD_XL/cars_zipped.zip/cars_img_4.png,car,0.51
198,/content/SD_XL/cars_zipped.zip/cars_img_40.png,person,0.79
199,/content/SD_XL/cars_zipped.zip/cars_img_40.png,car,0.77
200,/content/SD_XL/cars_zipped.zip/cars_img_40.png,person,0.71
201,/content/SD_XL/cars_zipped.zip/cars_img_40.png,car,0.68
202,/content/SD_XL/cars_zipped.zip/cars_img_40.png,horse,0.45
203,/content/SD_XL/cars_zipped.zip/cars_img_40.png,traffic light,0.41
204,/content/SD_XL/cars_zipped.zip/cars_img_40.png,horse,0.33
205,/content/SD_XL/cars_zipped.zip/cars_img_40.png,person,0.27
206,/content/SD_XL/cars_zipped.zip/cars_img_40.png,person,0.27
207,/content/SD_XL/cars_zipped.zip/cars_img_40.png,person,0.26
208,/content/SD_XL/cars_zipped.zip/cars_img_41.png,car,0.91
209,/content/SD_XL/cars_zipped.zip/cars_img_42.png,car,0.89
210,/content/SD_XL/cars_zipped.zip/cars_img_43.png,person,0.89
211,/content/SD_XL/cars_zipped.zip/cars_img_43.png,car,0.68
212,/content/SD_XL/cars_zipped.zip/cars_img_43.png,person,0.52
213,/content/SD_XL/cars_zipped.zip/cars_img_43.png,truck,0.43
214,/content/SD_XL/cars_zipped.zip/cars_img_44.png,person,0.92
215,/content/SD_XL/cars_zipped.zip/cars_img_44.png,person,0.91
216,/content/SD_XL/cars_zipped.zip/cars_img_44.png,person,0.9
217,/content/SD_XL/cars_zipped.zip/cars_img_44.png,person,0.85
218,/content/SD_XL/cars_zipped.zip/cars_img_44.png,person,0.82
219,/content/SD_XL/cars_zipped.zip/cars_img_44.png,bottle,0.8
220,/content/SD_XL/cars_zipped.zip/cars_img_44.png,bottle,0.8
221,/content/SD_XL/cars_zipped.zip/cars_img_44.png,bottle,0.59
222,/content/SD_XL/cars_zipped.zip/cars_img_44.png,car,0.5
223,/content/SD_XL/cars_zipped.zip/cars_img_44.png,bottle,0.49
224,/content/SD_XL/cars_zipped.zip/cars_img_44.png,car,0.48
225,/content/SD_XL/cars_zipped.zip/cars_img_44.png,person,0.47
226,/content/SD_XL/cars_zipped.zip/cars_img_44.png,dining table,0.44
227,/content/SD_XL/cars_zipped.zip/cars_img_44.png,bottle,0.3
228,/content/SD_XL/cars_zipped.zip/cars_img_45.png,car,0.92
229,/content/SD_XL/cars_zipped.zip/cars_img_45.png,person,0.65
230,/content/SD_XL/cars_zipped.zip/cars_img_45.png,car,0.61
231,/content/SD_XL/cars_zipped.zip/cars_img_45.png,umbrella,0.28
232,/content/SD_XL/cars_zipped.zip/cars_img_45.png,person,0.28
233,/content/SD_XL/cars_zipped.zip/cars_img_45.png,person,0.25
234,/content/SD_XL/cars_zipped.zip/cars_img_46.png,boat,0.94
235,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.84
236,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.84
237,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.79
238,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.74
239,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.65
240,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.61
241,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.6
242,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.6
243,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.57
244,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.56
245,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.54
246,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.53
247,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.52
248,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.5
249,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.45
250,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.39
251,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.37
252,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.35
253,/content/SD_XL/cars_zipped.zip/cars_img_47.png,car,0.35
254,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.34
255,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.33
256,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.33
257,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.3
258,/content/SD_XL/cars_zipped.zip/cars_img_47.png,person,0.29
259,/content/SD_XL/cars_zipped.zip/cars_img_48.png,person,0.8
260,/content/SD_XL/cars_zipped.zip/cars_img_48.png,person,0.53
261,/content/SD_XL/cars_zipped.zip/cars_img_48.png,person,0.5
262,/content/SD_XL/cars_zipped.zip/cars_img_48.png,car,0.39
263,/content/SD_XL/cars_zipped.zip/cars_img_48.png,skateboard,0.31
264,/content/SD_XL/cars_zipped.zip/cars_img_49.png,car,0.94
265,/content/SD_XL/cars_zipped.zip/cars_img_49.png,car,0.77
266,/content/SD_XL/cars_zipped.zip/cars_img_49.png,car,0.75
267,/content/SD_XL/cars_zipped.zip/cars_img_49.png,car,0.54
268,/content/SD_XL/cars_zipped.zip/cars_img_49.png,car,0.54
269,/content/SD_XL/cars_zipped.zip/cars_img_49.png,clock,0.53
270,/content/SD_XL/cars_zipped.zip/cars_img_49.png,car,0.25
271,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.93
272,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.92
273,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.91
274,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.79
275,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.78
276,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.74
277,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.73
278,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.69
279,/content/SD_XL/cars_zipped.zip/cars_img_5.png,bus,0.41
280,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.4
281,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.36
282,/content/SD_XL/cars_zipped.zip/cars_img_5.png,car,0.36
283,/content/SD_XL/cars_zipped.zip/cars_img_6.png,backpack,0.74
284,/content/SD_XL/cars_zipped.zip/cars_img_6.png,backpack,0.63
285,/content/SD_XL/cars_zipped.zip/cars_img_6.png,suitcase,0.59
286,/content/SD_XL/cars_zipped.zip/cars_img_6.png,truck,0.48
287,/content/SD_XL/cars_zipped.zip/cars_img_6.png,backpack,0.43
288,/content/SD_XL/cars_zipped.zip/cars_img_6.png,backpack,0.4
289,/content/SD_XL/cars_zipped.zip/cars_img_6.png,car,0.39
290,/content/SD_XL/cars_zipped.zip/cars_img_7.png,car,0.96
291,/content/SD_XL/cars_zipped.zip/cars_img_8.png,truck,0.94
292,/content/SD_XL/cars_zipped.zip/cars_img_9.png,truck,0.75
293,/content/SD_XL/cars_zipped.zip/cars_img_9.png,car,0.33
