,image_path,predicted_class,confidence
89,datasets_generated_ready_models/stylegan2/generated_images/087038.png,car,0.95
90,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.95
91,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.88
92,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.85
93,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.84
94,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.76
95,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.75
96,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.57
97,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.55
98,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.53
99,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.51
100,datasets_generated_ready_models/stylegan2/generated_images/087039.png,car,0.41
101,datasets_generated_ready_models/stylegan2/generated_images/087040.png,car,0.82
102,datasets_generated_ready_models/stylegan2/generated_images/087041.png,car,0.92
103,datasets_generated_ready_models/stylegan2/generated_images/087041.png,car,0.9
104,datasets_generated_ready_models/stylegan2/generated_images/087042.png,car,0.79
105,datasets_generated_ready_models/stylegan2/generated_images/087043.png,car,0.86
106,datasets_generated_ready_models/stylegan2/generated_images/087044.png,car,0.94
107,datasets_generated_ready_models/stylegan2/generated_images/087044.png,car,0.5
108,datasets_generated_ready_models/stylegan2/generated_images/087044.png,truck,0.33
109,datasets_generated_ready_models/stylegan2/generated_images/087045.png,car,0.83
110,datasets_generated_ready_models/stylegan2/generated_images/087045.png,car,0.45
111,datasets_generated_ready_models/stylegan2/generated_images/087046.png,car,0.57
112,datasets_generated_ready_models/stylegan2/generated_images/087047.png,car,0.95
113,datasets_generated_ready_models/stylegan2/generated_images/087047.png,car,0.45
114,datasets_generated_ready_models/stylegan2/generated_images/087047.png,car,0.45
115,datasets_generated_ready_models/stylegan2/generated_images/087048.png,car,0.88
116,datasets_generated_ready_models/stylegan2/generated_images/087049.png,truck,0.69
117,datasets_generated_ready_models/stylegan2/generated_images/087049.png,car,0.46
118,datasets_generated_ready_models/stylegan2/generated_images/087050.png,car,0.88
119,datasets_generated_ready_models/stylegan2/generated_images/087051.png,car,0.93
120,datasets_generated_ready_models/stylegan2/generated_images/087052.png,car,0.56
121,datasets_generated_ready_models/stylegan2/generated_images/087052.png,truck,0.49
122,datasets_generated_ready_models/stylegan2/generated_images/087053.png,truck,0.75
123,datasets_generated_ready_models/stylegan2/generated_images/087054.png,person,0.81
124,datasets_generated_ready_models/stylegan2/generated_images/087054.png,car,0.8
125,datasets_generated_ready_models/stylegan2/generated_images/087055.png,car,0.87
126,datasets_generated_ready_models/stylegan2/generated_images/087056.png,car,0.9
127,datasets_generated_ready_models/stylegan2/generated_images/087056.png,person,0.89
128,datasets_generated_ready_models/stylegan2/generated_images/087056.png,person,0.36
129,datasets_generated_ready_models/stylegan2/generated_images/087057.png,car,0.88
130,datasets_generated_ready_models/stylegan2/generated_images/087058.png,car,0.77
131,datasets_generated_ready_models/stylegan2/generated_images/087058.png,car,0.33
132,datasets_generated_ready_models/stylegan2/generated_images/087059.png,car,0.94
133,datasets_generated_ready_models/stylegan2/generated_images/087060.png,car,0.92
134,datasets_generated_ready_models/stylegan2/generated_images/087060.png,car,0.89
135,datasets_generated_ready_models/stylegan2/generated_images/087060.png,car,0.89
136,datasets_generated_ready_models/stylegan2/generated_images/087060.png,car,0.68
137,datasets_generated_ready_models/stylegan2/generated_images/087060.png,car,0.49
138,datasets_generated_ready_models/stylegan2/generated_images/087061.png,truck,0.6
139,datasets_generated_ready_models/stylegan2/generated_images/087062.png,car,0.84
140,datasets_generated_ready_models/stylegan2/generated_images/087062.png,car,0.54
141,datasets_generated_ready_models/stylegan2/generated_images/087062.png,car,0.32
142,datasets_generated_ready_models/stylegan2/generated_images/087062.png,car,0.29
143,datasets_generated_ready_models/stylegan2/generated_images/087062.png,car,0.27
144,datasets_generated_ready_models/stylegan2/generated_images/087063.png,truck,0.94
145,datasets_generated_ready_models/stylegan2/generated_images/087064.png,car,0.79
146,datasets_generated_ready_models/stylegan2/generated_images/087065.png,car,0.69
147,datasets_generated_ready_models/stylegan2/generated_images/087065.png,car,0.65
148,datasets_generated_ready_models/stylegan2/generated_images/087065.png,car,0.6
149,datasets_generated_ready_models/stylegan2/generated_images/087065.png,person,0.49
150,datasets_generated_ready_models/stylegan2/generated_images/087065.png,truck,0.31
151,datasets_generated_ready_models/stylegan2/generated_images/087066.png,car,0.94
152,datasets_generated_ready_models/stylegan2/generated_images/087066.png,car,0.85
153,datasets_generated_ready_models/stylegan2/generated_images/087066.png,car,0.26
154,datasets_generated_ready_models/stylegan2/generated_images/087067.png,car,0.95
155,datasets_generated_ready_models/stylegan2/generated_images/087067.png,car,0.3
156,datasets_generated_ready_models/stylegan2/generated_images/087068.png,car,0.78
157,datasets_generated_ready_models/stylegan2/generated_images/087068.png,truck,0.77
158,datasets_generated_ready_models/stylegan2/generated_images/087068.png,car,0.71
159,datasets_generated_ready_models/stylegan2/generated_images/087068.png,car,0.59
160,datasets_generated_ready_models/stylegan2/generated_images/087068.png,car,0.58
161,datasets_generated_ready_models/stylegan2/generated_images/087068.png,car,0.36
162,datasets_generated_ready_models/stylegan2/generated_images/087069.png,car,0.95
163,datasets_generated_ready_models/stylegan2/generated_images/087070.png,car,0.92
164,datasets_generated_ready_models/stylegan2/generated_images/087070.png,car,0.81
165,datasets_generated_ready_models/stylegan2/generated_images/087071.png,car,0.95
166,datasets_generated_ready_models/stylegan2/generated_images/087072.png,car,0.91
167,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.81
168,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.65
169,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.65
170,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.55
171,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.51
172,datasets_generated_ready_models/stylegan2/generated_images/087073.png,truck,0.49
173,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.49
174,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.39
175,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.32
176,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.32
177,datasets_generated_ready_models/stylegan2/generated_images/087073.png,car,0.28
178,datasets_generated_ready_models/stylegan2/generated_images/087074.png,car,0.96
179,datasets_generated_ready_models/stylegan2/generated_images/087075.png,car,0.94
180,datasets_generated_ready_models/stylegan2/generated_images/087076.png,car,0.93
181,datasets_generated_ready_models/stylegan2/generated_images/087076.png,car,0.57
182,datasets_generated_ready_models/stylegan2/generated_images/087076.png,truck,0.28
183,datasets_generated_ready_models/stylegan2/generated_images/087076.png,car,0.25
184,datasets_generated_ready_models/stylegan2/generated_images/087077.png,car,0.77
185,datasets_generated_ready_models/stylegan2/generated_images/087077.png,car,0.76
186,datasets_generated_ready_models/stylegan2/generated_images/087077.png,car,0.7
187,datasets_generated_ready_models/stylegan2/generated_images/087077.png,car,0.45
188,datasets_generated_ready_models/stylegan2/generated_images/087078.png,car,0.82
189,datasets_generated_ready_models/stylegan2/generated_images/087078.png,person,0.58
190,datasets_generated_ready_models/stylegan2/generated_images/087078.png,motorcycle,0.35
191,datasets_generated_ready_models/stylegan2/generated_images/087079.png,boat,0.83
192,datasets_generated_ready_models/stylegan2/generated_images/087080.png,car,0.92
193,datasets_generated_ready_models/stylegan2/generated_images/087081.png,car,0.91
194,datasets_generated_ready_models/stylegan2/generated_images/087081.png,car,0.73
195,datasets_generated_ready_models/stylegan2/generated_images/087081.png,car,0.29
196,datasets_generated_ready_models/stylegan2/generated_images/087082.png,car,0.92
197,datasets_generated_ready_models/stylegan2/generated_images/087082.png,car,0.9
198,datasets_generated_ready_models/stylegan2/generated_images/087082.png,car,0.77
199,datasets_generated_ready_models/stylegan2/generated_images/087083.png,car,0.87
200,datasets_generated_ready_models/stylegan2/generated_images/087083.png,car,0.87
201,datasets_generated_ready_models/stylegan2/generated_images/087083.png,car,0.83
202,datasets_generated_ready_models/stylegan2/generated_images/087083.png,person,0.25
203,datasets_generated_ready_models/stylegan2/generated_images/087084.png,truck,0.9
204,datasets_generated_ready_models/stylegan2/generated_images/087085.png,car,0.95
205,datasets_generated_ready_models/stylegan2/generated_images/087086.png,truck,0.66
206,datasets_generated_ready_models/stylegan2/generated_images/087086.png,car,0.51
207,datasets_generated_ready_models/stylegan2/generated_images/087087.png,car,0.91
208,datasets_generated_ready_models/stylegan2/generated_images/087088.png,car,0.9
209,datasets_generated_ready_models/stylegan2/generated_images/087088.png,car,0.88
210,datasets_generated_ready_models/stylegan2/generated_images/087088.png,car,0.76
211,datasets_generated_ready_models/stylegan2/generated_images/087088.png,car,0.59
212,datasets_generated_ready_models/stylegan2/generated_images/087088.png,person,0.59
213,datasets_generated_ready_models/stylegan2/generated_images/087088.png,car,0.58
214,datasets_generated_ready_models/stylegan2/generated_images/087088.png,car,0.49
215,datasets_generated_ready_models/stylegan2/generated_images/087089.png,motorcycle,0.66
216,datasets_generated_ready_models/stylegan2/generated_images/087090.png,car,0.91
217,datasets_generated_ready_models/stylegan2/generated_images/087090.png,person,0.75
218,datasets_generated_ready_models/stylegan2/generated_images/087090.png,car,0.68
219,datasets_generated_ready_models/stylegan2/generated_images/087090.png,car,0.6
220,datasets_generated_ready_models/stylegan2/generated_images/087090.png,parking meter,0.42
221,datasets_generated_ready_models/stylegan2/generated_images/087090.png,car,0.33
222,datasets_generated_ready_models/stylegan2/generated_images/087090.png,person,0.31
223,datasets_generated_ready_models/stylegan2/generated_images/087091.png,car,0.94
224,datasets_generated_ready_models/stylegan2/generated_images/087092.png,car,0.92
225,datasets_generated_ready_models/stylegan2/generated_images/087092.png,car,0.9
226,datasets_generated_ready_models/stylegan2/generated_images/087092.png,skateboard,0.75
227,datasets_generated_ready_models/stylegan2/generated_images/087093.png,car,0.69
228,datasets_generated_ready_models/stylegan2/generated_images/087093.png,truck,0.27
229,datasets_generated_ready_models/stylegan2/generated_images/087094.png,car,0.72
230,datasets_generated_ready_models/stylegan2/generated_images/087095.png,car,0.79
231,datasets_generated_ready_models/stylegan2/generated_images/087096.png,truck,0.85
232,datasets_generated_ready_models/stylegan2/generated_images/087096.png,car,0.45
233,datasets_generated_ready_models/stylegan2/generated_images/087097.png,car,0.8
234,datasets_generated_ready_models/stylegan2/generated_images/087098.png,parking meter,0.87
235,datasets_generated_ready_models/stylegan2/generated_images/087098.png,car,0.7
236,datasets_generated_ready_models/stylegan2/generated_images/087099.png,car,0.81
237,datasets_generated_ready_models/stylegan2/generated_images/087099.png,truck,0.34
238,datasets_generated_ready_models/stylegan2/generated_images/087100.png,truck,0.74
239,datasets_generated_ready_models/stylegan2/generated_images/087100.png,car,0.61
240,datasets_generated_ready_models/stylegan2/generated_images/087100.png,car,0.48
241,datasets_generated_ready_models/stylegan2/generated_images/087101.png,car,0.78
242,datasets_generated_ready_models/stylegan2/generated_images/087101.png,car,0.75
243,datasets_generated_ready_models/stylegan2/generated_images/087101.png,car,0.38
244,datasets_generated_ready_models/stylegan2/generated_images/087102.png,car,0.9
245,datasets_generated_ready_models/stylegan2/generated_images/087102.png,car,0.87
246,datasets_generated_ready_models/stylegan2/generated_images/087102.png,truck,0.86
247,datasets_generated_ready_models/stylegan2/generated_images/087102.png,car,0.34
248,datasets_generated_ready_models/stylegan2/generated_images/087102.png,person,0.27
249,datasets_generated_ready_models/stylegan2/generated_images/087104.png,car,0.89
250,datasets_generated_ready_models/stylegan2/generated_images/087105.png,car,0.92
251,datasets_generated_ready_models/stylegan2/generated_images/087105.png,car,0.92
252,datasets_generated_ready_models/stylegan2/generated_images/087105.png,car,0.84
253,datasets_generated_ready_models/stylegan2/generated_images/087105.png,car,0.61
254,datasets_generated_ready_models/stylegan2/generated_images/087106.png,truck,0.94
255,datasets_generated_ready_models/stylegan2/generated_images/087106.png,car,0.45
256,datasets_generated_ready_models/stylegan2/generated_images/087106.png,truck,0.4
257,datasets_generated_ready_models/stylegan2/generated_images/087106.png,car,0.36
258,datasets_generated_ready_models/stylegan2/generated_images/087107.png,car,0.9
259,datasets_generated_ready_models/stylegan2/generated_images/087107.png,car,0.86
260,datasets_generated_ready_models/stylegan2/generated_images/087107.png,truck,0.57
261,datasets_generated_ready_models/stylegan2/generated_images/087107.png,car,0.29
262,datasets_generated_ready_models/stylegan2/generated_images/087108.png,car,0.96
263,datasets_generated_ready_models/stylegan2/generated_images/087108.png,car,0.66
264,datasets_generated_ready_models/stylegan2/generated_images/087108.png,car,0.43
265,datasets_generated_ready_models/stylegan2/generated_images/087109.png,car,0.95
266,datasets_generated_ready_models/stylegan2/generated_images/087110.png,car,0.9
267,datasets_generated_ready_models/stylegan2/generated_images/087111.png,truck,0.75
268,datasets_generated_ready_models/stylegan2/generated_images/087112.png,car,0.94
269,datasets_generated_ready_models/stylegan2/generated_images/087112.png,truck,0.49
270,datasets_generated_ready_models/stylegan2/generated_images/087113.png,car,0.95
271,datasets_generated_ready_models/stylegan2/generated_images/087114.png,car,0.88
272,datasets_generated_ready_models/stylegan2/generated_images/087115.png,car,0.88
273,datasets_generated_ready_models/stylegan2/generated_images/087115.png,car,0.86
274,datasets_generated_ready_models/stylegan2/generated_images/087115.png,car,0.66
275,datasets_generated_ready_models/stylegan2/generated_images/087115.png,car,0.64
276,datasets_generated_ready_models/stylegan2/generated_images/087115.png,person,0.53
277,datasets_generated_ready_models/stylegan2/generated_images/087115.png,car,0.42
278,datasets_generated_ready_models/stylegan2/generated_images/087115.png,car,0.38
279,datasets_generated_ready_models/stylegan2/generated_images/087116.png,car,0.93
280,datasets_generated_ready_models/stylegan2/generated_images/087116.png,car,0.28
281,datasets_generated_ready_models/stylegan2/generated_images/087117.png,car,0.95
282,datasets_generated_ready_models/stylegan2/generated_images/087117.png,surfboard,0.29
283,datasets_generated_ready_models/stylegan2/generated_images/087118.png,dog,0.86
284,datasets_generated_ready_models/stylegan2/generated_images/087118.png,car,0.39
285,datasets_generated_ready_models/stylegan2/generated_images/087119.png,car,0.87
286,datasets_generated_ready_models/stylegan2/generated_images/087120.png,car,0.96
287,datasets_generated_ready_models/stylegan2/generated_images/087120.png,car,0.91
288,datasets_generated_ready_models/stylegan2/generated_images/087120.png,car,0.84
289,datasets_generated_ready_models/stylegan2/generated_images/087120.png,bus,0.28
290,datasets_generated_ready_models/stylegan2/generated_images/087121.png,car,0.95
291,datasets_generated_ready_models/stylegan2/generated_images/087122.png,car,0.77
292,datasets_generated_ready_models/stylegan2/generated_images/087122.png,person,0.54
293,datasets_generated_ready_models/stylegan2/generated_images/087123.png,car,0.88
294,datasets_generated_ready_models/stylegan2/generated_images/087123.png,car,0.73
295,datasets_generated_ready_models/stylegan2/generated_images/087123.png,car,0.69
296,datasets_generated_ready_models/stylegan2/generated_images/087123.png,car,0.56
297,datasets_generated_ready_models/stylegan2/generated_images/087123.png,car,0.38
298,datasets_generated_ready_models/stylegan2/generated_images/087124.png,car,0.94
299,datasets_generated_ready_models/stylegan2/generated_images/087125.png,truck,0.92
300,datasets_generated_ready_models/stylegan2/generated_images/087126.png,motorcycle,0.34
301,datasets_generated_ready_models/stylegan2/generated_images/087126.png,truck,0.33
302,datasets_generated_ready_models/stylegan2/generated_images/087127.png,truck,0.64
303,datasets_generated_ready_models/stylegan2/generated_images/087127.png,car,0.6
304,datasets_generated_ready_models/stylegan2/generated_images/087128.png,car,0.95
305,datasets_generated_ready_models/stylegan2/generated_images/087129.png,car,0.91
306,datasets_generated_ready_models/stylegan2/generated_images/087130.png,car,0.96
307,datasets_generated_ready_models/stylegan2/generated_images/087130.png,person,0.89
308,datasets_generated_ready_models/stylegan2/generated_images/087131.png,car,0.95
309,datasets_generated_ready_models/stylegan2/generated_images/087131.png,car,0.72
310,datasets_generated_ready_models/stylegan2/generated_images/087131.png,car,0.5
311,datasets_generated_ready_models/stylegan2/generated_images/087131.png,car,0.41
312,datasets_generated_ready_models/stylegan2/generated_images/087131.png,car,0.39
313,datasets_generated_ready_models/stylegan2/generated_images/087131.png,car,0.32
314,datasets_generated_ready_models/stylegan2/generated_images/087131.png,car,0.25
315,datasets_generated_ready_models/stylegan2/generated_images/087132.png,car,0.83
316,datasets_generated_ready_models/stylegan2/generated_images/087132.png,toilet,0.37
317,datasets_generated_ready_models/stylegan2/generated_images/087132.png,toilet,0.29
318,datasets_generated_ready_models/stylegan2/generated_images/087133.png,car,0.96
319,datasets_generated_ready_models/stylegan2/generated_images/087133.png,car,0.64
320,datasets_generated_ready_models/stylegan2/generated_images/087133.png,car,0.38
321,datasets_generated_ready_models/stylegan2/generated_images/087134.png,car,0.92
322,datasets_generated_ready_models/stylegan2/generated_images/087135.png,car,0.91
323,datasets_generated_ready_models/stylegan2/generated_images/087135.png,car,0.88
324,datasets_generated_ready_models/stylegan2/generated_images/087135.png,person,0.86
325,datasets_generated_ready_models/stylegan2/generated_images/087135.png,person,0.83
326,datasets_generated_ready_models/stylegan2/generated_images/087135.png,car,0.76
327,datasets_generated_ready_models/stylegan2/generated_images/087135.png,car,0.57
328,datasets_generated_ready_models/stylegan2/generated_images/087135.png,person,0.53
329,datasets_generated_ready_models/stylegan2/generated_images/087135.png,person,0.4
330,datasets_generated_ready_models/stylegan2/generated_images/087135.png,person,0.39
331,datasets_generated_ready_models/stylegan2/generated_images/087135.png,person,0.38
332,datasets_generated_ready_models/stylegan2/generated_images/087135.png,car,0.34
333,datasets_generated_ready_models/stylegan2/generated_images/087136.png,car,0.93
334,datasets_generated_ready_models/stylegan2/generated_images/087136.png,cat,0.36
335,datasets_generated_ready_models/stylegan2/generated_images/087137.png,truck,0.75
336,datasets_generated_ready_models/stylegan2/generated_images/087138.png,car,0.78
337,datasets_generated_ready_models/stylegan2/generated_images/087138.png,car,0.74
338,datasets_generated_ready_models/stylegan2/generated_images/087138.png,car,0.69
339,datasets_generated_ready_models/stylegan2/generated_images/087138.png,truck,0.58
340,datasets_generated_ready_models/stylegan2/generated_images/087138.png,car,0.52
341,datasets_generated_ready_models/stylegan2/generated_images/087138.png,car,0.48
342,datasets_generated_ready_models/stylegan2/generated_images/087138.png,person,0.33
343,datasets_generated_ready_models/stylegan2/generated_images/087138.png,car,0.29
344,datasets_generated_ready_models/stylegan2/generated_images/087139.png,car,0.92
345,datasets_generated_ready_models/stylegan2/generated_images/087139.png,person,0.9
346,datasets_generated_ready_models/stylegan2/generated_images/087139.png,truck,0.47
347,datasets_generated_ready_models/stylegan2/generated_images/087139.png,skis,0.28
348,datasets_generated_ready_models/stylegan2/generated_images/087140.png,car,0.96
349,datasets_generated_ready_models/stylegan2/generated_images/087141.png,motorcycle,0.94
350,datasets_generated_ready_models/stylegan2/generated_images/087142.png,boat,0.42
351,datasets_generated_ready_models/stylegan2/generated_images/087142.png,boat,0.37
352,datasets_generated_ready_models/stylegan2/generated_images/087142.png,chair,0.34
353,datasets_generated_ready_models/stylegan2/generated_images/087143.png,car,0.94
354,datasets_generated_ready_models/stylegan2/generated_images/087143.png,car,0.94
355,datasets_generated_ready_models/stylegan2/generated_images/087144.png,car,0.96
356,datasets_generated_ready_models/stylegan2/generated_images/087144.png,car,0.9
357,datasets_generated_ready_models/stylegan2/generated_images/087144.png,car,0.43
358,datasets_generated_ready_models/stylegan2/generated_images/087144.png,motorcycle,0.39
359,datasets_generated_ready_models/stylegan2/generated_images/087144.png,car,0.31
360,datasets_generated_ready_models/stylegan2/generated_images/087144.png,car,0.3
361,datasets_generated_ready_models/stylegan2/generated_images/087145.png,car,0.93
362,datasets_generated_ready_models/stylegan2/generated_images/087146.png,car,0.93
363,datasets_generated_ready_models/stylegan2/generated_images/087146.png,car,0.63
364,datasets_generated_ready_models/stylegan2/generated_images/087146.png,car,0.6
365,datasets_generated_ready_models/stylegan2/generated_images/087146.png,car,0.47
366,datasets_generated_ready_models/stylegan2/generated_images/087146.png,car,0.4
367,datasets_generated_ready_models/stylegan2/generated_images/087147.png,car,0.91
368,datasets_generated_ready_models/stylegan2/generated_images/087147.png,person,0.76
369,datasets_generated_ready_models/stylegan2/generated_images/087147.png,car,0.5
370,datasets_generated_ready_models/stylegan2/generated_images/087147.png,person,0.26
371,datasets_generated_ready_models/stylegan2/generated_images/087148.png,car,0.9
372,datasets_generated_ready_models/stylegan2/generated_images/087149.png,car,0.92
373,datasets_generated_ready_models/stylegan2/generated_images/087149.png,car,0.7
374,datasets_generated_ready_models/stylegan2/generated_images/087149.png,bus,0.66
375,datasets_generated_ready_models/stylegan2/generated_images/087149.png,car,0.54
376,datasets_generated_ready_models/stylegan2/generated_images/087149.png,truck,0.32
377,datasets_generated_ready_models/stylegan2/generated_images/087150.png,person,0.91
378,datasets_generated_ready_models/stylegan2/generated_images/087150.png,person,0.83
379,datasets_generated_ready_models/stylegan2/generated_images/087150.png,car,0.46
380,datasets_generated_ready_models/stylegan2/generated_images/087150.png,car,0.42
381,datasets_generated_ready_models/stylegan2/generated_images/087150.png,frisbee,0.37
382,datasets_generated_ready_models/stylegan2/generated_images/087151.png,person,0.82
383,datasets_generated_ready_models/stylegan2/generated_images/087151.png,truck,0.81
